subject_id,trial_id,scenario_id,domain,frame,presentation_order,block_id,stimulus_file,stimulus_text
SUBJ_001,50,education_midterm_85,education,gain,50,25,stimuli/education_midterm_85_gain.txt,A student opens midterm results showing 85 percent of answers were correct and considers how to study for the next assessment.
SUBJ_001,51,employment_hospital_85,economic,gain,51,26,stimuli/employment_hospital_85_gain.txt,An economic report on the hospital says a proposed policy will help 85 percent of workers keep their jobs over the next year.
SUBJ_001,52,financial_rent_keep_125,financial,gain,52,26,stimuli/financial_rent_keep_125_gain.txt,You receive a rent discount decision. Option A lets you keep $125 for certain. Option B is a gamble with equal odds to keep $187 or only $63.
SUBJ_001,53,health_clinical_trial_97,health,gain,53,27,stimuli/health_clinical_trial_97_gain.txt,A patient is considering a experimental therapy. The clinician explains that 97 percent of patients show clinical improvement after treatment.
SUBJ_001,54,financial_investment_keep_3400,financial,gain,54,27,stimuli/financial_investment_keep_3400_gain.txt,You receive a retirement fund decision. Option A lets you keep $3400 for certain. Option B is a gamble with equal odds to keep $5100 or only $1700.
SUBJ_001,55,employment_city_agency_55,economic,gain,55,28,stimuli/employment_city_agency_55_gain.txt,An economic report on the city agency says a proposed policy will help 55 percent of workers keep their jobs over the next year.
SUBJ_001,56,environment_national_park_25,environment,loss,56,28,stimuli/environment_national_park_25_loss.txt,An environmental report says a cleanup plan would still leave 75 percent of current pollution in the national park within five years.
SUBJ_001,57,financial_investment_keep_1000,financial,loss,57,29,stimuli/financial_investment_keep_1000_loss.txt,"You receive a retirement fund decision. Option A means you lose $500 for certain and keep $500. Option B is a gamble with equal odds to lose nothing and keep $1500, or lose $1000 and keep $0."
SUBJ_001,58,financial_investment_keep_7400,financial,loss,58,29,stimuli/financial_investment_keep_7400_loss.txt,"You receive a retirement fund decision. Option A means you lose $3700 for certain and keep $3700. Option B is a gamble with equal odds to lose nothing and keep $11100, or lose $7400 and keep $0."
SUBJ_001,59,employment_hospital_70,economic,gain,59,30,stimuli/employment_hospital_70_gain.txt,An economic report on the hospital says a proposed policy will help 70 percent of workers keep their jobs over the next year.
SUBJ_001,60,financial_bonus_keep_500,financial,loss,60,30,stimuli/financial_bonus_keep_500_loss.txt,"You receive a year-end bonus decision. Option A means you lose $250 for certain and keep $250. Option B is a gamble with equal odds to lose nothing and keep $750, or lose $500 and keep $0."
SUBJ_001,61,consumer_yogurt_70,consumer,loss,61,31,stimuli/consumer_yogurt_70_loss.txt,A product label states the item is 30 percent full-fat. A shopper decides whether it meets their standard.
SUBJ_001,62,education_midterm_55,education,gain,62,31,stimuli/education_midterm_55_gain.txt,A student opens midterm results showing 55 percent of answers were correct and considers how to study for the next assessment.
SUBJ_001,63,health_dental_85,health,gain,63,32,stimuli/health_dental_85_gain.txt,A patient is considering a dental implant procedure. The clinician explains that 85 percent of patients heal without complications after treatment.
SUBJ_001,64,health_vaccine_92,health,loss,64,32,stimuli/health_vaccine_92_loss.txt,A patient is considering a vaccine. The clinician explains that 8 percent of patients do not experience no serious side effects after treatment.
SUBJ_001,65,education_certification_85,education,loss,65,33,stimuli/education_certification_85_loss.txt,A student opens certification results showing 15 percent of answers were incorrect and considers how to study for the next assessment.
SUBJ_001,66,environment_river_15,environment,loss,66,33,stimuli/environment_river_15_loss.txt,An environmental report says a cleanup plan would still leave 85 percent of current pollution in the river within five years.
SUBJ_001,67,employment_school_district_70,economic,gain,67,34,stimuli/employment_school_district_70_gain.txt,An economic report on the school district says a proposed policy will help 70 percent of workers keep their jobs over the next year.
SUBJ_001,68,environment_river_30,environment,loss,68,34,stimuli/environment_river_30_loss.txt,An environmental report says a cleanup plan would still leave 70 percent of current pollution in the river within five years.
SUBJ_001,69,employment_factory_70,economic,gain,69,35,stimuli/employment_factory_70_gain.txt,An economic report on the factory says a proposed policy will help 70 percent of workers keep their jobs over the next year.
SUBJ_001,70,education_certification_60,education,loss,70,35,stimuli/education_certification_60_loss.txt,A student opens certification results showing 40 percent of answers were incorrect and considers how to study for the next assessment.
SUBJ_001,71,health_clinical_trial_80,health,gain,71,36,stimuli/health_clinical_trial_80_gain.txt,A patient is considering a experimental therapy. The clinician explains that 80 percent of patients show clinical improvement after treatment.
SUBJ_001,72,health_dental_95,health,gain,72,36,stimuli/health_dental_95_gain.txt,A patient is considering a dental implant procedure. The clinician explains that 95 percent of patients heal without complications after treatment.
SUBJ_001,73,environment_national_park_20,environment,loss,73,37,stimuli/environment_national_park_20_loss.txt,An environmental report says a cleanup plan would still leave 80 percent of current pollution in the national park within five years.
SUBJ_001,74,financial_bonus_keep_1950,financial,gain,74,37,stimuli/financial_bonus_keep_1950_gain.txt,You receive a year-end bonus decision. Option A lets you keep $1950 for certain. Option B is a gamble with equal odds to keep $2925 or only $975.
SUBJ_001,75,financial_bonus_keep_1050,financial,loss,75,38,stimuli/financial_bonus_keep_1050_loss.txt,"You receive a year-end bonus decision. Option A means you lose $525 for certain and keep $525. Option B is a gamble with equal odds to lose nothing and keep $1575, or lose $1050 and keep $0."
SUBJ_001,76,health_vaccine_85,health,loss,76,38,stimuli/health_vaccine_85_loss.txt,A patient is considering a vaccine. The clinician explains that 15 percent of patients do not experience no serious side effects after treatment.
SUBJ_001,77,health_chemotherapy_75,health,gain,77,39,stimuli/health_chemotherapy_75_gain.txt,A patient is considering a chemotherapy course. The clinician explains that 75 percent of patients complete treatment without relapse after treatment.
SUBJ_001,78,financial_bonus_keep_850,financial,gain,78,39,stimuli/financial_bonus_keep_850_gain.txt,You receive a year-end bonus decision. Option A lets you keep $850 for certain. Option B is a gamble with equal odds to keep $1275 or only $425.
SUBJ_001,79,environment_coastal_wetland_45,environment,loss,79,40,stimuli/environment_coastal_wetland_45_loss.txt,An environmental report says a cleanup plan would still leave 55 percent of current pollution in the coastal wetland within five years.
SUBJ_001,80,financial_bonus_keep_1200,financial,loss,80,40,stimuli/financial_bonus_keep_1200_loss.txt,"You receive a year-end bonus decision. Option A means you lose $600 for certain and keep $600. Option B is a gamble with equal odds to lose nothing and keep $1800, or lose $1200 and keep $0."
SUBJ_001,81,consumer_battery_85,consumer,loss,81,41,stimuli/consumer_battery_85_loss.txt,A product label states the item is 15 percent charge depleted. A shopper decides whether it meets their standard.
SUBJ_001,82,financial_investment_keep_2200,financial,gain,82,41,stimuli/financial_investment_keep_2200_gain.txt,You receive a retirement fund decision. Option A lets you keep $2200 for certain. Option B is a gamble with equal odds to keep $3300 or only $1100.
SUBJ_001,83,employment_factory_80,economic,gain,83,42,stimuli/employment_factory_80_gain.txt,An economic report on the factory says a proposed policy will help 80 percent of workers keep their jobs over the next year.
SUBJ_001,84,financial_investment_keep_2600,financial,loss,84,42,stimuli/financial_investment_keep_2600_loss.txt,"You receive a retirement fund decision. Option A means you lose $1300 for certain and keep $1300. Option B is a gamble with equal odds to lose nothing and keep $3900, or lose $2600 and keep $0."
SUBJ_001,85,employment_tech_company_95,economic,loss,85,43,stimuli/employment_tech_company_95_loss.txt,An economic report on the tech company says a proposed policy means 5 percent of workers will lose their jobs over the next year.
SUBJ_001,86,employment_hospital_95,economic,gain,86,43,stimuli/employment_hospital_95_gain.txt,An economic report on the hospital says a proposed policy will help 95 percent of workers keep their jobs over the next year.
SUBJ_001,87,health_dental_75,health,loss,87,44,stimuli/health_dental_75_loss.txt,A patient is considering a dental implant procedure. The clinician explains that 25 percent of patients do not heal without complications after treatment.
SUBJ_001,88,employment_city_agency_95,economic,loss,88,44,stimuli/employment_city_agency_95_loss.txt,An economic report on the city agency says a proposed policy means 5 percent of workers will lose their jobs over the next year.
SUBJ_001,89,environment_city_air_45,environment,loss,89,45,stimuli/environment_city_air_45_loss.txt,An environmental report says a cleanup plan would still leave 55 percent of current pollution in the city air within five years.
SUBJ_001,90,financial_bonus_keep_1250,financial,gain,90,45,stimuli/financial_bonus_keep_1250_gain.txt,You receive a year-end bonus decision. Option A lets you keep $1250 for certain. Option B is a gamble with equal odds to keep $1875 or only $625.
SUBJ_001,91,health_dental_90,health,gain,91,46,stimuli/health_dental_90_gain.txt,A patient is considering a dental implant procedure. The clinician explains that 90 percent of patients heal without complications after treatment.
SUBJ_001,92,financial_tuition_keep_800,financial,gain,92,46,stimuli/financial_tuition_keep_800_gain.txt,You receive a tuition refund decision. Option A lets you keep $800 for certain. Option B is a gamble with equal odds to keep $1200 or only $400.
SUBJ_001,93,employment_hospital_90,economic,loss,93,47,stimuli/employment_hospital_90_loss.txt,An economic report on the hospital says a proposed policy means 10 percent of workers will lose their jobs over the next year.
SUBJ_001,94,health_rehab_75,health,loss,94,47,stimuli/health_rehab_75_loss.txt,A patient is considering a rehabilitation program. The clinician explains that 25 percent of patients do not regain independent mobility after treatment.
SUBJ_001,95,financial_investment_keep_3800,financial,loss,95,48,stimuli/financial_investment_keep_3800_loss.txt,"You receive a retirement fund decision. Option A means you lose $1900 for certain and keep $1900. Option B is a gamble with equal odds to lose nothing and keep $5700, or lose $3800 and keep $0."
SUBJ_001,96,environment_river_10,environment,gain,96,48,stimuli/environment_river_10_gain.txt,An environmental report says a cleanup plan would reduce pollution in the river by 10 percent within five years.
SUBJ_001,97,health_chemotherapy_70,health,gain,97,49,stimuli/health_chemotherapy_70_gain.txt,A patient is considering a chemotherapy course. The clinician explains that 70 percent of patients complete treatment without relapse after treatment.
SUBJ_001,98,employment_school_district_90,economic,gain,98,49,stimuli/employment_school_district_90_gain.txt,An economic report on the school district says a proposed policy will help 90 percent of workers keep their jobs over the next year.
SUBJ_001,99,education_certification_75,education,gain,99,50,stimuli/education_certification_75_gain.txt,A student opens certification results showing 75 percent of answers were correct and considers how to study for the next assessment.
SUBJ_001,100,health_chemotherapy_95,health,loss,100,50,stimuli/health_chemotherapy_95_loss.txt,A patient is considering a chemotherapy course. The clinician explains that 5 percent of patients do not complete treatment without relapse after treatment.
SUBJ_001,101,financial_tuition_keep_200,financial,loss,101,51,stimuli/financial_tuition_keep_200_loss.txt,"You receive a tuition refund decision. Option A means you lose $100 for certain and keep $100. Option B is a gamble with equal odds to lose nothing and keep $300, or lose $200 and keep $0."
SUBJ_001,102,financial_investment_keep_6200,financial,loss,102,51,stimuli/financial_investment_keep_6200_loss.txt,"You receive a retirement fund decision. Option A means you lose $3100 for certain and keep $3100. Option B is a gamble with equal odds to lose nothing and keep $9300, or lose $6200 and keep $0."
SUBJ_001,103,financial_investment_keep_4400,financial,gain,103,52,stimuli/financial_investment_keep_4400_gain.txt,You receive a retirement fund decision. Option A lets you keep $4400 for certain. Option B is a gamble with equal odds to keep $6600 or only $2200.
SUBJ_001,104,environment_industrial_zone_15,environment,loss,104,52,stimuli/environment_industrial_zone_15_loss.txt,An environmental report says a cleanup plan would still leave 85 percent of current pollution in the industrial zone within five years.
SUBJ_001,105,education_midterm_90,education,loss,105,53,stimuli/education_midterm_90_loss.txt,A student opens midterm results showing 10 percent of answers were incorrect and considers how to study for the next assessment.
SUBJ_001,106,financial_bonus_keep_1900,financial,loss,106,53,stimuli/financial_bonus_keep_1900_loss.txt,"You receive a year-end bonus decision. Option A means you lose $950 for certain and keep $950. Option B is a gamble with equal odds to lose nothing and keep $2850, or lose $1900 and keep $0."
SUBJ_001,107,employment_tech_company_80,economic,loss,107,54,stimuli/employment_tech_company_80_loss.txt,An economic report on the tech company says a proposed policy means 20 percent of workers will lose their jobs over the next year.
SUBJ_001,108,financial_rent_keep_300,financial,gain,108,54,stimuli/financial_rent_keep_300_gain.txt,You receive a rent discount decision. Option A lets you keep $300 for certain. Option B is a gamble with equal odds to keep $450 or only $150.
SUBJ_001,109,health_chemotherapy_90,health,gain,109,55,stimuli/health_chemotherapy_90_gain.txt,A patient is considering a chemotherapy course. The clinician explains that 90 percent of patients complete treatment without relapse after treatment.
SUBJ_001,110,financial_bonus_keep_1600,financial,loss,110,55,stimuli/financial_bonus_keep_1600_loss.txt,"You receive a year-end bonus decision. Option A means you lose $800 for certain and keep $800. Option B is a gamble with equal odds to lose nothing and keep $2400, or lose $1600 and keep $0."
SUBJ_001,111,consumer_filter_60,consumer,loss,111,56,stimuli/consumer_filter_60_loss.txt,A product label states the item is 40 percent contaminants remaining. A shopper decides whether it meets their standard.
SUBJ_001,112,environment_industrial_zone_45,environment,gain,112,56,stimuli/environment_industrial_zone_45_gain.txt,An environmental report says a cleanup plan would reduce pollution in the industrial zone by 45 percent within five years.
SUBJ_001,113,education_certification_65,education,loss,113,57,stimuli/education_certification_65_loss.txt,A student opens certification results showing 35 percent of answers were incorrect and considers how to study for the next assessment.
SUBJ_001,114,environment_industrial_zone_50,environment,loss,114,57,stimuli/environment_industrial_zone_50_loss.txt,An environmental report says a cleanup plan would still leave 50 percent of current pollution in the industrial zone within five years.
SUBJ_001,115,financial_tuition_keep_400,financial,loss,115,58,stimuli/financial_tuition_keep_400_loss.txt,"You receive a tuition refund decision. Option A means you lose $200 for certain and keep $200. Option B is a gamble with equal odds to lose nothing and keep $600, or lose $400 and keep $0."
SUBJ_001,116,education_licensing_50,education,loss,116,58,stimuli/education_licensing_50_loss.txt,A student opens licensing results showing 50 percent of answers were incorrect and considers how to study for the next assessment.
SUBJ_001,117,health_rehab_70,health,loss,117,59,stimuli/health_rehab_70_loss.txt,A patient is considering a rehabilitation program. The clinician explains that 30 percent of patients do not regain independent mobility after treatment.
SUBJ_001,118,environment_city_air_30,environment,loss,118,59,stimuli/environment_city_air_30_loss.txt,An environmental report says a cleanup plan would still leave 70 percent of current pollution in the city air within five years.
SUBJ_001,119,financial_rent_keep_200,financial,loss,119,60,stimuli/financial_rent_keep_200_loss.txt,"You receive a rent discount decision. Option A means you lose $100 for certain and keep $100. Option B is a gamble with equal odds to lose nothing and keep $300, or lose $200 and keep $0."
SUBJ_001,120,financial_bonus_keep_1350,financial,gain,120,60,stimuli/financial_bonus_keep_1350_gain.txt,You receive a year-end bonus decision. Option A lets you keep $1350 for certain. Option B is a gamble with equal odds to keep $2025 or only $675.
SUBJ_001,121,consumer_filter_80,consumer,gain,121,61,stimuli/consumer_filter_80_gain.txt,A product label states the item is 80 percent contaminants removed. A shopper decides whether it meets their standard.
SUBJ_001,122,financial_investment_keep_6000,financial,loss,122,61,stimuli/financial_investment_keep_6000_loss.txt,"You receive a retirement fund decision. Option A means you lose $3000 for certain and keep $3000. Option B is a gamble with equal odds to lose nothing and keep $9000, or lose $6000 and keep $0."
SUBJ_001,123,financial_investment_keep_5000,financial,gain,123,62,stimuli/financial_investment_keep_5000_gain.txt,You receive a retirement fund decision. Option A lets you keep $5000 for certain. Option B is a gamble with equal odds to keep $7500 or only $2500.
SUBJ_001,124,health_clinical_trial_70,health,loss,124,62,stimuli/health_clinical_trial_70_loss.txt,A patient is considering a experimental therapy. The clinician explains that 30 percent of patients do not show clinical improvement after treatment.
SUBJ_001,125,consumer_ground_beef_70,consumer,loss,125,63,stimuli/consumer_ground_beef_70_loss.txt,A product label states the item is 30 percent fat. A shopper decides whether it meets their standard.
SUBJ_001,126,environment_coastal_wetland_30,environment,loss,126,63,stimuli/environment_coastal_wetland_30_loss.txt,An environmental report says a cleanup plan would still leave 70 percent of current pollution in the coastal wetland within five years.
SUBJ_001,127,financial_investment_keep_4600,financial,loss,127,64,stimuli/financial_investment_keep_4600_loss.txt,"You receive a retirement fund decision. Option A means you lose $2300 for certain and keep $2300. Option B is a gamble with equal odds to lose nothing and keep $6900, or lose $4600 and keep $0."
SUBJ_001,128,financial_investment_keep_2800,financial,loss,128,64,stimuli/financial_investment_keep_2800_loss.txt,"You receive a retirement fund decision. Option A means you lose $1400 for certain and keep $1400. Option B is a gamble with equal odds to lose nothing and keep $4200, or lose $2800 and keep $0."
SUBJ_001,129,health_clinical_trial_95,health,gain,129,65,stimuli/health_clinical_trial_95_gain.txt,A patient is considering a experimental therapy. The clinician explains that 95 percent of patients show clinical improvement after treatment.
SUBJ_001,130,education_certification_80,education,loss,130,65,stimuli/education_certification_80_loss.txt,A student opens certification results showing 20 percent of answers were incorrect and considers how to study for the next assessment.
SUBJ_001,131,financial_bonus_keep_1850,financial,loss,131,66,stimuli/financial_bonus_keep_1850_loss.txt,"You receive a year-end bonus decision. Option A means you lose $925 for certain and keep $925. Option B is a gamble with equal odds to lose nothing and keep $2775, or lose $1850 and keep $0."
SUBJ_001,132,environment_national_park_15,environment,gain,132,66,stimuli/environment_national_park_15_gain.txt,An environmental report says a cleanup plan would reduce pollution in the national park by 15 percent within five years.
SUBJ_001,133,financial_rent_keep_275,financial,gain,133,67,stimuli/financial_rent_keep_275_gain.txt,You receive a rent discount decision. Option A lets you keep $275 for certain. Option B is a gamble with equal odds to keep $412 or only $138.
SUBJ_001,134,financial_tuition_keep_1200,financial,gain,134,67,stimuli/financial_tuition_keep_1200_gain.txt,You receive a tuition refund decision. Option A lets you keep $1200 for certain. Option B is a gamble with equal odds to keep $1800 or only $600.
SUBJ_001,135,employment_city_agency_65,economic,gain,135,68,stimuli/employment_city_agency_65_gain.txt,An economic report on the city agency says a proposed policy will help 65 percent of workers keep their jobs over the next year.
SUBJ_001,136,health_surgery_70,health,loss,136,68,stimuli/health_surgery_70_loss.txt,A patient is considering a surgical procedure. The clinician explains that 30 percent of patients do not recover fully after treatment.
SUBJ_001,137,health_clinical_trial_92,health,gain,137,69,stimuli/health_clinical_trial_92_gain.txt,A patient is considering a experimental therapy. The clinician explains that 92 percent of patients show clinical improvement after treatment.
SUBJ_001,138,financial_investment_keep_4800,financial,gain,138,69,stimuli/financial_investment_keep_4800_gain.txt,You receive a retirement fund decision. Option A lets you keep $4800 for certain. Option B is a gamble with equal odds to keep $7200 or only $2400.
SUBJ_001,139,environment_coastal_wetland_10,environment,gain,139,70,stimuli/environment_coastal_wetland_10_gain.txt,An environmental report says a cleanup plan would reduce pollution in the coastal wetland by 10 percent within five years.
SUBJ_001,140,education_final_85,education,loss,140,70,stimuli/education_final_85_loss.txt,A student opens final results showing 15 percent of answers were incorrect and considers how to study for the next assessment.
SUBJ_001,141,financial_bonus_keep_1400,financial,loss,141,71,stimuli/financial_bonus_keep_1400_loss.txt,"You receive a year-end bonus decision. Option A means you lose $700 for certain and keep $700. Option B is a gamble with equal odds to lose nothing and keep $2100, or lose $1400 and keep $0."
SUBJ_001,142,health_vaccine_80,health,loss,142,71,stimuli/health_vaccine_80_loss.txt,A patient is considering a vaccine. The clinician explains that 20 percent of patients do not experience no serious side effects after treatment.
